date,close_price,open_price,high_price,low_price,is_complete,volume
2023-02-16 06:00:00+00:00,220.00,220.00,220.00,220.00,True,9
2023-02-16 07:00:00+00:00,228.50,220.00,228.50,219.50,True,2187
2023-02-16 08:00:00+00:00,228.00,227.50,230.50,227.00,True,499
2023-02-16 09:00:00+00:00,224.00,227.00,227.00,221.50,True,970
2023-02-16 10:00:00+00:00,225.00,224.00,225.50,223.00,True,269
2023-02-16 11:00:00+00:00,226.50,224.00,226.50,223.00,True,200
2023-02-16 12:00:00+00:00,224.50,225.00,225.00,221.00,True,1375
2023-02-16 13:00:00+00:00,221.50,224.50,224.50,221.50,True,875
2023-02-16 14:00:00+00:00,223.00,221.50,223.00,221.50,True,184
2023-02-16 15:00:00+00:00,225.00,223.00,225.00,222.00,True,504
2023-02-17 06:00:00+00:00,225.00,225.00,225.00,225.00,True,1
2023-02-17 07:00:00+00:00,224.00,225.00,225.00,221.50,True,326
2023-02-17 08:00:00+00:00,223.00,223.50,224.50,221.00,True,448
2023-02-17 09:00:00+00:00,226.50,222.50,227.00,222.00,True,539
2023-02-17 10:00:00+00:00,229.00,226.50,232.00,225.50,True,2421
2023-02-17 11:00:00+00:00,227.00,227.50,227.50,225.00,True,813
2023-02-17 12:00:00+00:00,231.00,227.00,235.00,226.50,True,2473
2023-02-17 13:00:00+00:00,229.00,229.00,233.50,228.00,True,768
2023-02-17 14:00:00+00:00,227.50,229.00,229.50,227.50,True,298
2023-02-17 15:00:00+00:00,228.00,227.50,228.00,226.00,True,253
2023-02-20 06:00:00+00:00,228.50,228.50,228.50,228.50,True,5
2023-02-20 07:00:00+00:00,226.00,228.00,229.00,224.00,True,1072
2023-02-20 08:00:00+00:00,221.50,225.50,228.00,221.00,True,912
2023-02-20 09:00:00+00:00,221.50,222.00,223.00,221.00,True,391
2023-02-20 10:00:00+00:00,221.00,222.00,222.00,220.00,True,344
2023-02-20 11:00:00+00:00,223.50,221.00,227.00,220.00,True,2719
2023-02-20 12:00:00+00:00,223.00,222.50,225.50,222.00,True,683
2023-02-20 13:00:00+00:00,223.50,223.00,225.00,223.00,True,334
2023-02-20 14:00:00+00:00,222.00,223.50,225.50,219.50,True,4162
2023-02-20 15:00:00+00:00,221.00,222.00,222.50,220.50,True,755
2023-02-21 06:00:00+00:00,223.00,223.00,223.00,223.00,True,1
2023-02-21 07:00:00+00:00,222.50,221.50,224.00,220.00,True,1175
2023-02-21 08:00:00+00:00,222.00,222.50,223.00,221.50,True,545
2023-02-21 09:00:00+00:00,224.50,222.00,226.00,221.00,True,2140
2023-02-21 10:00:00+00:00,224.00,225.00,225.50,222.50,True,911
2023-02-21 11:00:00+00:00,226.00,224.00,226.00,223.00,True,452
2023-02-21 12:00:00+00:00,224.50,226.00,226.00,222.50,True,523
2023-02-21 13:00:00+00:00,223.00,224.00,224.50,222.50,True,292
2023-02-21 14:00:00+00:00,223.50,223.00,223.50,222.50,True,42
2023-02-21 15:00:00+00:00,222.50,223.50,223.50,222.00,True,311
2023-02-22 06:00:00+00:00,225.00,225.00,225.00,225.00,True,10
2023-02-22 07:00:00+00:00,224.00,223.00,224.50,222.50,True,361
2023-02-22 08:00:00+00:00,224.50,223.50,225.50,223.00,True,325
2023-02-22 09:00:00+00:00,225.00,224.50,225.00,224.50,True,139
2023-02-22 10:00:00+00:00,223.00,224.50,224.50,223.00,True,1213
2023-02-22 11:00:00+00:00,222.50,223.50,224.00,222.50,True,220
2023-02-22 12:00:00+00:00,222.50,222.50,223.00,222.00,True,112
2023-02-22 13:00:00+00:00,222.50,222.50,223.00,222.50,True,101
2023-02-22 14:00:00+00:00,222.00,222.00,223.00,222.00,True,179
2023-02-22 15:00:00+00:00,222.50,222.00,222.50,221.50,True,293
2023-02-24 06:00:00+00:00,222.50,222.50,222.50,222.50,True,19
2023-02-24 07:00:00+00:00,223.00,222.50,224.00,221.50,True,198
2023-02-24 08:00:00+00:00,223.50,222.50,223.50,222.00,True,280
2023-02-24 09:00:00+00:00,223.50,223.50,223.50,222.50,True,37
2023-02-24 10:00:00+00:00,222.50,223.00,223.00,222.50,True,36
2023-02-24 11:00:00+00:00,222.50,223.00,223.50,222.50,True,57
2023-02-24 12:00:00+00:00,222.50,222.50,223.00,222.00,True,20
2023-02-24 13:00:00+00:00,223.00,223.00,223.00,223.00,True,18
2023-02-24 14:00:00+00:00,222.50,223.00,223.50,222.50,True,27
2023-02-24 15:00:00+00:00,223.50,223.00,223.50,223.00,True,82
2023-02-27 06:00:00+00:00,223.00,223.00,223.00,223.00,True,14
2023-02-27 07:00:00+00:00,224.50,223.00,224.50,222.00,True,438
2023-02-27 08:00:00+00:00,223.50,224.50,224.50,223.00,True,178
2023-02-27 09:00:00+00:00,225.00,223.50,225.00,223.00,True,693
2023-02-27 10:00:00+00:00,224.50,224.50,226.00,224.50,True,488
2023-02-27 11:00:00+00:00,224.00,226.00,226.50,224.00,True,518
2023-02-27 12:00:00+00:00,224.00,224.00,225.50,224.00,True,206
2023-02-27 13:00:00+00:00,225.00,225.00,225.50,225.00,True,262
2023-02-27 14:00:00+00:00,225.50,225.50,225.50,224.50,True,257
2023-02-27 15:00:00+00:00,226.00,225.50,226.00,225.00,True,114
2023-02-28 07:00:00+00:00,232.00,226.50,235.00,226.00,True,6236
2023-02-28 08:00:00+00:00,232.00,232.00,233.50,231.50,True,1115
2023-02-28 09:00:00+00:00,233.00,232.00,233.50,231.00,True,747
2023-02-28 10:00:00+00:00,231.00,233.50,233.50,231.00,True,467
2023-02-28 11:00:00+00:00,231.00,231.50,232.00,230.00,True,790
2023-02-28 12:00:00+00:00,231.50,231.00,232.50,230.50,True,244
2023-02-28 13:00:00+00:00,231.50,232.00,233.00,230.00,True,533
2023-02-28 14:00:00+00:00,232.00,231.00,232.50,230.50,True,397
2023-02-28 15:00:00+00:00,232.50,232.00,232.50,231.00,True,195
2023-03-01 06:00:00+00:00,234.00,234.00,234.00,234.00,True,15
2023-03-01 07:00:00+00:00,234.50,233.50,235.00,231.00,True,1064
2023-03-01 08:00:00+00:00,233.00,234.50,235.00,232.50,True,656
2023-03-01 09:00:00+00:00,231.50,233.50,234.00,231.50,True,901
2023-03-01 10:00:00+00:00,233.00,232.00,233.00,231.50,True,383
2023-03-01 11:00:00+00:00,233.00,233.50,234.00,232.50,True,258
2023-03-01 12:00:00+00:00,233.50,233.00,234.00,232.50,True,82
